brand,property_name,city,room_type,academic_year,duration_weeks,price_per_week,price_formatted,available,thumbnail,instalment_name,start_date,end_date,base_hub_url,scraped_at
Homes for Students,Gallery Apartments,Glasgow,Split Level Studio,2025 / 2026,23,380,£380.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/vkMstwpKG5vPvaBlbAaT1YFQay4bvZqtBswfGrB1.jpg,Gallery Apartments - Split Level Studio - 25/26 - 28/02 - 23wk 2026,2026-02-28,2026-08-08,https://hfs.hfs.bookings.basepms.com/?city=Glasgow&property=Gallery+Apartments&roomType=Split+Level+Studio&tenancyLength=23+weeks&academicYear=2025+%2F+2026,05/06/2026 10:18
Homes for Students,Gallery Apartments,Glasgow,2 Bedroom Apartment,2026 / 2027,51,210,£210.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/xYLkVmkqPtU1DDWZRMVNV4URRXA1rU4FNBClGSGj.jpg,Gallery Apartments - 2 Bed Apartment - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://hfs.hfs.bookings.basepms.com/?city=Glasgow&property=Gallery+Apartments&roomType=2+Bedroom+Apartment&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Homes for Students,Gallery Apartments,Glasgow,Classic Plus Studio,2026 / 2027,51,265,£265.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/SpCWhNgjGfyn4yy1LkfZqkE99VegJr15mw2l5MXQ.jpg,Gallery Apartments - Classic plus Studio - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://hfs.hfs.bookings.basepms.com/?city=Glasgow&property=Gallery+Apartments&roomType=Classic+Plus+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Homes for Students,Gallery Apartments,Glasgow,Classic Studio,2026 / 2027,44,245,£245.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/owKLR7Z7FNsUDqaXeMcfHDQjWWQlAYQ2wfA9quNc.jpg,Gallery Apartments - Classic Studio - 26/27 - 05/09 - 44wk 2026,2026-09-05,2027-07-10,https://hfs.hfs.bookings.basepms.com/?city=Glasgow&property=Gallery+Apartments&roomType=Classic+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Homes for Students,Gallery Apartments,Glasgow,Classic Studio,2026 / 2027,51,235,£235.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/owKLR7Z7FNsUDqaXeMcfHDQjWWQlAYQ2wfA9quNc.jpg,Gallery Apartments - Classic Studio - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://hfs.hfs.bookings.basepms.com/?city=Glasgow&property=Gallery+Apartments&roomType=Classic+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Homes for Students,Gallery Apartments,Glasgow,Deluxe Studio,2026 / 2027,51,285,£285.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/xVCxsb2pffJgdRww4sKP5Psz36NGE7RKkIDdm03k.jpg,Gallery Apartments - Deluxe Studio - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://hfs.hfs.bookings.basepms.com/?city=Glasgow&property=Gallery+Apartments&roomType=Deluxe+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Homes for Students,Gallery Apartments,Glasgow,Large Plus Studio,2026 / 2027,51,280,£280.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/SQ1S9ZQbdMuqoP97TpkBLdUV61uV51cUcdL5UCRK.jpg,Gallery Apartments - Large Plus Studio - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://hfs.hfs.bookings.basepms.com/?city=Glasgow&property=Gallery+Apartments&roomType=Large+Plus+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Homes for Students,Gallery Apartments,Glasgow,Large Studio,2026 / 2027,44,285,£285.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/YVTp5FqYkspylS5dxKKwxpcHptpvfWNUIq8brJa3.jpg,Gallery Apartments - Large Studio - 26/27 - 05/09 - 44wk 2026,2026-09-05,2027-07-10,https://hfs.hfs.bookings.basepms.com/?city=Glasgow&property=Gallery+Apartments&roomType=Large+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Homes for Students,Gallery Apartments,Glasgow,Large Studio,2026 / 2027,51,275,£275.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/YVTp5FqYkspylS5dxKKwxpcHptpvfWNUIq8brJa3.jpg,Gallery Apartments - Large Studio - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://hfs.hfs.bookings.basepms.com/?city=Glasgow&property=Gallery+Apartments&roomType=Large+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Homes for Students,Gallery Apartments,Glasgow,Premium Split Level Studio,2026 / 2027,51,330,£330.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/bvlymfffDLZnwIjt0qLnMAA5v0pexHRWi1eVQtxZ.jpg,Gallery Apartments - Premium Split Level Studio - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://hfs.hfs.bookings.basepms.com/?city=Glasgow&property=Gallery+Apartments&roomType=Premium+Split+Level+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Homes for Students,Gallery Apartments,Glasgow,Split Level Studio,2026 / 2027,44,325,£325.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/vkMstwpKG5vPvaBlbAaT1YFQay4bvZqtBswfGrB1.jpg,Gallery Apartments - Split Level Studio - 26/27 - 05/09 - 44wk 2026,2026-09-05,2027-07-10,https://hfs.hfs.bookings.basepms.com/?city=Glasgow&property=Gallery+Apartments&roomType=Split+Level+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Homes for Students,Gallery Apartments,Glasgow,Split Level Studio,2026 / 2027,51,310,£310.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/vkMstwpKG5vPvaBlbAaT1YFQay4bvZqtBswfGrB1.jpg,Gallery Apartments - Split Level Studio - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://hfs.hfs.bookings.basepms.com/?city=Glasgow&property=Gallery+Apartments&roomType=Split+Level+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Homes for Students,Gallery Apartments,Glasgow,Studio,2026 / 2027,51,225,£225.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/GxZdgfrkZnTvu4P4t4NYJNh3J1i1tYviKDWjHUTd.jpg,Gallery Apartments - Studio - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://hfs.hfs.bookings.basepms.com/?city=Glasgow&property=Gallery+Apartments&roomType=Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Homes for Students,Gillows,Lancaster,Deluxe Ensuite,2025 / 2026,25,139,£139.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/wm4CcUHoNURwnqUU7T25muIByLouQAXII5QxQZjV.jpg,Gillows - Deluxe Ensuite - 25/26 - 28/02 - 25wk 2026,2026-02-28,2026-08-22,https://hfs.hfs.bookings.basepms.com/?city=Lancaster&property=Gillows&roomType=Deluxe+Ensuite&tenancyLength=25+weeks&academicYear=2025+%2F+2026,05/06/2026 10:18
Homes for Students,Gillows,Lancaster,Deluxe Plus Single Ensuite,2025 / 2026,10,139,£139.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/q5WU2IskysaQPQEATEoqpyzDmVZxRdOd9KwElW0l.jpg,Gillows - Deluxe Plus Single Ensuite - 25/26 - 28/02 - 10wk 2026,2026-02-28,2026-05-09,https://hfs.hfs.bookings.basepms.com/?city=Lancaster&property=Gillows&roomType=Deluxe+Plus+Single+Ensuite&tenancyLength=10+weeks&academicYear=2025+%2F+2026,05/06/2026 10:18
Homes for Students,Gillows,Lancaster,Deluxe Plus Single Ensuite,2025 / 2026,25,139,£139.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/q5WU2IskysaQPQEATEoqpyzDmVZxRdOd9KwElW0l.jpg,Gillows - Deluxe Plus Single Ensuite - 25/26 - 28/02 - 25wk 2026,2026-02-28,2026-08-22,https://hfs.hfs.bookings.basepms.com/?city=Lancaster&property=Gillows&roomType=Deluxe+Plus+Single+Ensuite&tenancyLength=25+weeks&academicYear=2025+%2F+2026,05/06/2026 10:18
Homes for Students,Gillows,Lancaster,Standard Single Ensuite,2025 / 2026,10,130,£130.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/wBE5da03QUnDac3cy0QHhDVr64dgT64AN6j4xCu6.jpg,Gillows - Standard Single Ensuite - 25/26 - 28/02 - 10wk 2026,2026-02-28,2026-05-09,https://hfs.hfs.bookings.basepms.com/?city=Lancaster&property=Gillows&roomType=Standard+Single+Ensuite&tenancyLength=10+weeks&academicYear=2025+%2F+2026,05/06/2026 10:18
Homes for Students,Gillows,Lancaster,Standard Single Ensuite,2025 / 2026,25,130,£130.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/wBE5da03QUnDac3cy0QHhDVr64dgT64AN6j4xCu6.jpg,Gillows - Standard Single Ensuite - 25/26 - 28/02 - 25wk 2026,2026-02-28,2026-08-22,https://hfs.hfs.bookings.basepms.com/?city=Lancaster&property=Gillows&roomType=Standard+Single+Ensuite&tenancyLength=25+weeks&academicYear=2025+%2F+2026,05/06/2026 10:18
Homes for Students,Gillows,Lancaster,Superior Ensuite,2025 / 2026,10,155,£155.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/4H42NzIHlbYQZGXi6cYke11LFJkFuwkFTMKWt4dp.jpg,Gillows - Superior Ensuite - 25/26 - 28/02 - 10wk 2026,2026-02-28,2026-05-09,https://hfs.hfs.bookings.basepms.com/?city=Lancaster&property=Gillows&roomType=Superior+Ensuite&tenancyLength=10+weeks&academicYear=2025+%2F+2026,05/06/2026 10:18
Homes for Students,Gillows,Lancaster,Superior Ensuite,2025 / 2026,18,155,£155.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/4H42NzIHlbYQZGXi6cYke11LFJkFuwkFTMKWt4dp.jpg,Gillows - Superior Ensuite - 25/26 - 28/02 - 18wk 2026,2026-02-28,2026-07-04,https://hfs.hfs.bookings.basepms.com/?city=Lancaster&property=Gillows&roomType=Superior+Ensuite&tenancyLength=18+weeks&academicYear=2025+%2F+2026,05/06/2026 10:18
Homes for Students,Gillows,Lancaster,Superior Ensuite,2025 / 2026,25,155,£155.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/4H42NzIHlbYQZGXi6cYke11LFJkFuwkFTMKWt4dp.jpg,Gillows - Superior Ensuite - 25/26 - 28/02 - 25wk 2026,2026-02-28,2026-08-22,https://hfs.hfs.bookings.basepms.com/?city=Lancaster&property=Gillows&roomType=Superior+Ensuite&tenancyLength=25+weeks&academicYear=2025+%2F+2026,05/06/2026 10:18
Homes for Students,Gillows,Lancaster,Deluxe Ensuite,2026 / 2027,51,215,£215.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/wm4CcUHoNURwnqUU7T25muIByLouQAXII5QxQZjV.jpg,Deluxe Ensuite - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://hfs.hfs.bookings.basepms.com/?city=Lancaster&property=Gillows&roomType=Deluxe+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Homes for Students,Gillows,Lancaster,Deluxe Plus Single Ensuite,2026 / 2027,51,205,£205.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/q5WU2IskysaQPQEATEoqpyzDmVZxRdOd9KwElW0l.jpg,Deluxe Plus Ensuite - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://hfs.hfs.bookings.basepms.com/?city=Lancaster&property=Gillows&roomType=Deluxe+Plus+Single+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Homes for Students,Gillows,Lancaster,Deluxe Plus Studio,2026 / 2027,51,215,£215.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/yIw81JY14xfZ0F4rbGU72OI2FNKQoYFinhlH3Rft.jpg,Gillows - Deluxe Plus Studio - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://hfs.hfs.bookings.basepms.com/?city=Lancaster&property=Gillows&roomType=Deluxe+Plus+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Homes for Students,Gillows,Lancaster,Deluxe Single Ensuite,2026 / 2027,51,215,£215.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/QLRPtEjusGHLcIjFelNgJxS5j13qJhOLq2EYIkSI.jpg,Gillows - Deluxe Single Ensuite - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://hfs.hfs.bookings.basepms.com/?city=Lancaster&property=Gillows&roomType=Deluxe+Single+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Homes for Students,Gillows,Lancaster,Deluxe Studio,2026 / 2027,44,205,£205.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/UKZ89QzGI1B3YTw4cUwH4KUrjIZUHEQLFDvZv3hv.jpg,Gillows - Deluxe Studio - 26/27 - 05/09 - 44wk 2026,2026-09-05,2027-07-10,https://hfs.hfs.bookings.basepms.com/?city=Lancaster&property=Gillows&roomType=Deluxe+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Homes for Students,Gillows,Lancaster,Deluxe Studio,2026 / 2027,51,200,£200.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/UKZ89QzGI1B3YTw4cUwH4KUrjIZUHEQLFDvZv3hv.jpg,Gillows - Deluxe Studio - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://hfs.hfs.bookings.basepms.com/?city=Lancaster&property=Gillows&roomType=Deluxe+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Homes for Students,Gillows,Lancaster,Standard Single Ensuite,2026 / 2027,51,190,£190.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/wBE5da03QUnDac3cy0QHhDVr64dgT64AN6j4xCu6.jpg,Gillows - Standard Single Ensuite - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://hfs.hfs.bookings.basepms.com/?city=Lancaster&property=Gillows&roomType=Standard+Single+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Homes for Students,Gillows,Lancaster,Standard Single Ensuite,2026 / 2027,44,195,£195.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/wBE5da03QUnDac3cy0QHhDVr64dgT64AN6j4xCu6.jpg,Gillows - Standard Single Ensuite - 26/27 - 05/09 - 44wk 2026,2026-09-05,2027-07-10,https://hfs.hfs.bookings.basepms.com/?city=Lancaster&property=Gillows&roomType=Standard+Single+Ensuite&tenancyLength=44+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Homes for Students,Gillows,Lancaster,Studio Apartment Plus,2026 / 2027,51,220,£220.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/IIQgOOLnpz64Tx8nbOcfstUiGGc0U4zhk48MiD1u.jpg,Gillows - Studio Apartment Plus - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://hfs.hfs.bookings.basepms.com/?city=Lancaster&property=Gillows&roomType=Studio+Apartment+Plus&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Homes for Students,Gillows,Lancaster,Superior Ensuite,2026 / 2027,51,210,£210.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/4H42NzIHlbYQZGXi6cYke11LFJkFuwkFTMKWt4dp.jpg,Gillows - Superior Ensuite - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://hfs.hfs.bookings.basepms.com/?city=Lancaster&property=Gillows&roomType=Superior+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Homes for Students,Gillows,Lancaster,Two Bed Loft Apartment,2026 / 2027,51,225,£225.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/vDGzWN9mifJBHM9pW02NX8jnQJtCrsVY9F3UBEeB.jpg,Gillows - Two Bed Loft Apartment - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://hfs.hfs.bookings.basepms.com/?city=Lancaster&property=Gillows&roomType=Two+Bed+Loft+Apartment&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Prestige Student Living,Glasgow Citi View,Glasgow,Classic 1 Bed Apartment,2026 / 2027,51,310,£310.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/K3y8YohOh7QNGZ2jZ0HhJg9C56D1B2EHrjzOunhU.jpg,Glasgow Citi View - Classic 1 Bed Apartment - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Glasgow+Citi+View&roomType=Classic+1+Bed+Apartment&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Prestige Student Living,Glasgow Citi View,Glasgow,Classic Duplex,2026 / 2027,51,265,£265.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/C5AH99J28L7rPSj4JgIjo4Y2bSFvu2nv6lh6QwpA.jpg,Glasgow Citi View - Classic Duplex - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Glasgow+Citi+View&roomType=Classic+Duplex&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Prestige Student Living,Glasgow Citi View,Glasgow,Classic Plus Studio,2026 / 2027,51,215,£215.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/Jxq69nKFHCvpBuMh5bEqDdMygdJm8qvjxgDEBV5n.jpg,Glasgow Citi View - Classic Plus Studio - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Glasgow+Citi+View&roomType=Classic+Plus+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Prestige Student Living,Glasgow Citi View,Glasgow,Classic Studio,2026 / 2027,51,199,£199.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/Il66ToHLzBVj80vpqamSRhZYSYXYd0tDf2iOPYtI.jpg,Glasgow Citi View - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Glasgow+Citi+View&roomType=Classic+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Prestige Student Living,Glasgow Citi View,Glasgow,Classic Studio,2026 / 2027,44,220,£220.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/Il66ToHLzBVj80vpqamSRhZYSYXYd0tDf2iOPYtI.jpg,Glasgow Citi View - Classic Studio - 26/27 - 05/09 - 44wk 2026,2026-09-05,2027-07-10,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Glasgow+Citi+View&roomType=Classic+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Prestige Student Living,Glasgow Citi View,Glasgow,Deluxe Duplex,2026 / 2027,51,300,£300.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/h4hiQ1922vYuBfX0H4Ml7oEPxdCtSUVOXYeNOAdP.jpg,Glasgow Citi View - Deluxe Duplex - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Glasgow+Citi+View&roomType=Deluxe+Duplex&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Prestige Student Living,Glasgow Citi View,Glasgow,Deluxe Plus Studio,2026 / 2027,51,245,£245.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/Kwbo4LuCtmOGZpzt8n45Uy80bweo22kkVBd7Mdaa.jpg,Glasgow Citi View - Deluxe Plus Studio - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Glasgow+Citi+View&roomType=Deluxe+Plus+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Prestige Student Living,Glasgow Citi View,Glasgow,Deluxe Plus Studio,2026 / 2027,44,260,£260.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/Kwbo4LuCtmOGZpzt8n45Uy80bweo22kkVBd7Mdaa.jpg,Glasgow Citi View - Deluxe Plus Studio - 26/27 - 05/09 - 44wk 2026,2026-09-05,2027-07-10,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Glasgow+Citi+View&roomType=Deluxe+Plus+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Prestige Student Living,Glasgow Citi View,Glasgow,Deluxe Studio,2026 / 2027,51,235,£235.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/Btk5WoZr8EdSrogTgc4FI6LJyYZ6u9Zmq1UUiYtW.jpg,Glasgow Citi View - Deluxe Studio - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Glasgow+Citi+View&roomType=Deluxe+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Prestige Student Living,Glasgow Citi View,Glasgow,Premium Duplex,2026 / 2027,51,285,£285.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/eUJvG6LJNvL0zTU7IwOUOM2Pz0ppcyGFWtwZozdB.jpg,Glasgow Citi View - Premium Duplex - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Glasgow+Citi+View&roomType=Premium+Duplex&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Prestige Student Living,Glasgow Citi View,Glasgow,Premium One Bed Apartment,2026 / 2027,51,325,£325.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/8O2VJu8caIlap7NLazjkbSOtdPYb82QHGw0EAI5F.jpg,Glasgow Citi View - Premium One Bed Apartment V1 - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Glasgow+Citi+View&roomType=Premium+One+Bed+Apartment&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Prestige Student Living,Glasgow Citi View,Glasgow,Premium Plus Studio,2026 / 2027,51,295,£295.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/WynbsfREMCalzpsJgDTKyeGcHtf3Sd2dUEs8XN8Z.jpg,Glasgow Citi View - Premium Plus Studio - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Glasgow+Citi+View&roomType=Premium+Plus+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Prestige Student Living,Glasgow Citi View,Glasgow,Premium Plus Studio,2026 / 2027,44,230,£230.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/WynbsfREMCalzpsJgDTKyeGcHtf3Sd2dUEs8XN8Z.jpg,Glasgow Citi View - Premium Plus Studio - 26/27 - 05/09 - 44wk 2026,2026-09-05,2027-07-10,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Glasgow+Citi+View&roomType=Premium+Plus+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Prestige Student Living,Glasgow Citi View,Glasgow,Premium Studio,2026 / 2027,51,210,£210.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/ta030ifnNRkf3GFVzUX0hrnvoNEZADf8MsNNeluL.jpg,Glasgow Citi View - Premium Studio - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Glasgow+Citi+View&roomType=Premium+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Prestige Student Living,Glasgow Citi View,Glasgow,Premium Studio,2026 / 2027,44,225,£225.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/ta030ifnNRkf3GFVzUX0hrnvoNEZADf8MsNNeluL.jpg,Glasgow Citi View - Premium Studio - 26/27 - 05/09 - 44wk 2026,2026-09-05,2027-07-10,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Glasgow+Citi+View&roomType=Premium+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Prestige Student Living,Glasgow Citi View,Glasgow,Twin Bed Duplex,2026 / 2027,51,355,£355.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/L5jNYjRptzmyMMyFxID1y5wTbt6hgXJ74ltJKAfO.jpg,Glasgow Citi View - Twin Bed Duplex - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Glasgow+Citi+View&roomType=Twin+Bed+Duplex&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Homes for Students,Grange Lane Apartments,Leicester,3 Bed Flat,2025 / 2026,20.6,109,£109.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/jYJrfl9ffJjKYEsuzHEVzBpDSIMiiBQaAJ51Rfrx.png,Grange Lane Apartments - 3 Bed Flat - 25/26 - 20/04 - 21wk 2026,2026-04-20,2026-09-11,https://hfs.hfs.bookings.basepms.com/?city=Leicester&property=Grange+Lane+Apartments&roomType=3+Bed+Flat&tenancyLength=20+weeks&academicYear=2025+%2F+2026,05/06/2026 10:18
Homes for Students,Grange Lane Apartments,Leicester,3 Bed Flat,2026 / 2027,51,125,£125.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/jYJrfl9ffJjKYEsuzHEVzBpDSIMiiBQaAJ51Rfrx.png,Grange Lane Apartments - 3 Bed Flat - 26/27 - 18/09 - 51wk 2026,2026-09-18,2027-09-10,https://hfs.hfs.bookings.basepms.com/?city=Leicester&property=Grange+Lane+Apartments&roomType=3+Bed+Flat&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
Homes for Students,Grange Lane Apartments,Leicester,Classic Studio,2026 / 2027,51,179,£179.00,True,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/YfVOAWg06Osh9DsdoEuoPgYYy7jK1mchg2sMHNYc.png,Grange Lane Apartments - Classic Studio - 26/27 - 18/09 - 51wk 2026,2026-09-18,2027-09-10,https://hfs.hfs.bookings.basepms.com/?city=Leicester&property=Grange+Lane+Apartments&roomType=Classic+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,05/06/2026 10:18
