brand,property_name,city,room_type,academic_year,duration_weeks,price_per_week,price_formatted,available,thumbnail,instalment_name,start_date,end_date,base_hub_url,scraped_at
,Hilbre Gardens,Liverpool,Gold,2025 / 2026,51,10500,£105.00,,,Danny Test NEW - 25/26 - 05/09 - 51wk 2025,2025-09-05,2026-08-28,https://urban.hfs.bookings.basepms.com/?city=Liverpool&property=Hilbre+Gardens&roomType=Gold&tenancyLength=51+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Hilbre Gardens,Liverpool,Silver,2026 / 2027,44,14000,£140.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/ZWjSZxGFjTQTlgyncMJ7iKlmLE3dS6v3VaI8U5gK.png,Hilbre Gardens - Silver - 26/27 - 06/09 - 44wk 2026,2026-09-06,2027-07-11,https://urban.hfs.bookings.basepms.com/?city=Liverpool&property=Hilbre+Gardens&roomType=Silver&tenancyLength=44+weeks&academicYear=2026+%2F+2027,15/07/2026 08:59
,Hilbre Gardens,Liverpool,Silver,2026 / 2027,51,14000,£140.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/ZWjSZxGFjTQTlgyncMJ7iKlmLE3dS6v3VaI8U5gK.png,Hilbre Gardens - Silver - 26/27 - 12/09 - 51wk 2026,2026-09-12,2027-09-04,https://urban.hfs.bookings.basepms.com/?city=Liverpool&property=Hilbre+Gardens&roomType=Silver&tenancyLength=51+weeks&academicYear=2026+%2F+2027,15/07/2026 08:59
,Aire,Stoke-on-Trent,Bronze Studio,2025 / 2026,44,13900,£139.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/v10Exc2W8xL1BllNywf6pe62ppNspJNiOiAEZJ8N.png,Aire - Bronze Studio - 25/26 - 06/09 - 44wk 2025,2025-09-06,2026-07-11,https://urban.hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=Aire&roomType=Bronze+Studio&tenancyLength=44+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Aire,Stoke-on-Trent,Bronze Studio,2025 / 2026,51,13500,£135.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/v10Exc2W8xL1BllNywf6pe62ppNspJNiOiAEZJ8N.png,Aire Bronze Stu - 25/26 - 06/09 - 51wk 2025,2025-09-06,2026-08-29,https://urban.hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=Aire&roomType=Bronze+Studio&tenancyLength=51+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Aire,Stoke-on-Trent,Gold Plus Studio,2025 / 2026,51,18500,£185.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/nEvHeYwvaL4PLck2dsYCKmRReTlzg1EYygzGfgST.png,Aire - Gold Plus Studio - 25/26 - 06/09 - 51wk 2025,2025-09-06,2026-08-29,https://urban.hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=Aire&roomType=Gold+Plus+Studio&tenancyLength=51+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Aire,Stoke-on-Trent,Gold Plus Studio,2025 / 2026,51,11750,£117.50,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/nEvHeYwvaL4PLck2dsYCKmRReTlzg1EYygzGfgST.png,DUAL OCC DW - AIRE - GPS - - 25/26 - 06/09 - 51wk 2025,2025-09-06,2026-08-29,https://urban.hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=Aire&roomType=Gold+Plus+Studio&tenancyLength=51+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Aire,Stoke-on-Trent,Gold Studio,2025 / 2026,51,17500,£175.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/pLljZshqHDBY7jmA9hs43VnHUUajSbUemyNt36Sm.png,Aire - Gold Studio - 25/26 - 06/09 - 51wk 2025,2025-09-06,2026-08-29,https://urban.hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=Aire&roomType=Gold+Studio&tenancyLength=51+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Aire,Stoke-on-Trent,Gold Studio,2025 / 2026,51,16500,£165.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/pLljZshqHDBY7jmA9hs43VnHUUajSbUemyNt36Sm.png,Aire - Gold Studio - 51wk - £165 - 25/26 - 06/09 - 51wk 2025,2025-09-06,2026-08-29,https://urban.hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=Aire&roomType=Gold+Studio&tenancyLength=51+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Aire,Stoke-on-Trent,Silver Studio,2025 / 2026,44,14000,£140.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/nME1FdVOHN2UgEho0bgRgCfI0gcIRjpvu3qzN6fe.png,Aire - Silver Studio - 44wk - £140 - 25/26 - 06/09 - 44wk 2025,2025-09-06,2026-07-11,https://urban.hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=Aire&roomType=Silver+Studio&tenancyLength=44+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
