brand,property_name,city,room_type,academic_year,duration_weeks,price_per_week,price_formatted,available,thumbnail,instalment_name,start_date,end_date,base_hub_url,scraped_at
,Aire,Stoke-on-Trent,Silver Studio,2025 / 2026,51,14500,£145.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/nME1FdVOHN2UgEho0bgRgCfI0gcIRjpvu3qzN6fe.png,Aire - Silver Studio - 51wk - £135 - 25/26 - 06/09 - 51wk 2025,2025-09-06,2026-08-29,https://urban.hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=Aire&roomType=Silver+Studio&tenancyLength=51+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Aire,Stoke-on-Trent,Silver Studio,2025 / 2026,51,14000,£140.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/nME1FdVOHN2UgEho0bgRgCfI0gcIRjpvu3qzN6fe.png,DW - DT - 140 - 25/26 - 06/09 - 51wk 2025,2025-09-06,2026-08-29,https://urban.hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=Aire&roomType=Silver+Studio&tenancyLength=51+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Aire,Stoke-on-Trent,Silver Studio,2025 / 2026,51,16200,£162.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/nME1FdVOHN2UgEho0bgRgCfI0gcIRjpvu3qzN6fe.png,51wk £162 - 25/26 - 06/09 - 51wk 2025,2025-09-06,2026-08-29,https://urban.hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=Aire&roomType=Silver+Studio&tenancyLength=51+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Aire,Stoke-on-Trent,Silver Studio,2025 / 2026,47.6,14500,£145.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/nME1FdVOHN2UgEho0bgRgCfI0gcIRjpvu3qzN6fe.png,DT RM 145 - 25/26 - 30/09 - 50wk RuM request 2025 - 2026,2025-09-30,2026-08-29,https://urban.hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=Aire&roomType=Silver+Studio&tenancyLength=47+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Aire,Stoke-on-Trent,Silver Studio,2025 / 2026,51,13000,£130.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/nME1FdVOHN2UgEho0bgRgCfI0gcIRjpvu3qzN6fe.png,DW - DT - 130 - 25/26 - 06/09 - 51wk 2025,2025-09-06,2026-08-29,https://urban.hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=Aire&roomType=Silver+Studio&tenancyLength=51+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Aire,Stoke-on-Trent,Silver Studio,2025 / 2026,51,14000,£140.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/nME1FdVOHN2UgEho0bgRgCfI0gcIRjpvu3qzN6fe.png,RM - DT - AIRE - SS - 25/26 - 06/09 - 51wk 2025,2025-09-06,2026-08-29,https://urban.hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=Aire&roomType=Silver+Studio&tenancyLength=51+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Aire,Stoke-on-Trent,Silver Studio,2025 / 2026,51,14000,£140.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/nME1FdVOHN2UgEho0bgRgCfI0gcIRjpvu3qzN6fe.png,RM - DT - 140 - 25/26 - 06/09 - 51wk 2025,2025-09-06,2026-08-29,https://urban.hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=Aire&roomType=Silver+Studio&tenancyLength=51+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Aire,Stoke-on-Trent,Silver Studio,2025 / 2026,51,14000,£140.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/nME1FdVOHN2UgEho0bgRgCfI0gcIRjpvu3qzN6fe.png,DW DT 140 - 25/26 - 06/09 - 51wk 2025,2025-09-06,2026-08-29,https://urban.hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=Aire&roomType=Silver+Studio&tenancyLength=51+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Aire,Stoke-on-Trent,Standard Studio,2025 / 2026,44,13500,£135.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/vtJOi02Gb04DCDOILCpDTLbisSQcSy6h2sKHqRDA.png,Aire - Standard Studio - 25/26 - 06/09 - 44wk 2025,2025-09-06,2026-07-11,https://urban.hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=Aire&roomType=Standard+Studio&tenancyLength=44+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Aire,Stoke-on-Trent,Standard Studio,2025 / 2026,51,13000,£130.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/vtJOi02Gb04DCDOILCpDTLbisSQcSy6h2sKHqRDA.png,Aire - Standard Studio - 25/26 - 06/09 - 51wk 2025,2025-09-06,2026-08-29,https://urban.hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=Aire&roomType=Standard+Studio&tenancyLength=51+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Aire,Stoke-on-Trent,Twodio,2025 / 2026,51,14000,£140.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/GbSKuJ7SRkkTPVUVH4NOqITfXf8MicBRMokSLjIe.png,Aire - Twodio - 25/26 - 06/09 - 51wk 2025,2025-09-06,2026-08-29,https://urban.hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=Aire&roomType=Twodio&tenancyLength=51+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Aire,Stoke-on-Trent,Twodio,2025 / 2026,44,14500,£145.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/GbSKuJ7SRkkTPVUVH4NOqITfXf8MicBRMokSLjIe.png,Twodio £145 - 25/26 - 06/09 - 44wk 2025,2025-09-06,2026-07-11,https://urban.hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=Aire&roomType=Twodio&tenancyLength=44+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Aire,Stoke-on-Trent,Bronze Studio,2026 / 2027,44,18500,£185.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/v10Exc2W8xL1BllNywf6pe62ppNspJNiOiAEZJ8N.png,Bronze Studio Aire 44 - 26/27 - 05/09 - 44wk 2026,2026-09-05,2027-07-10,https://urban.hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=Aire&roomType=Bronze+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027,15/07/2026 08:59
,Aire,Stoke-on-Trent,Bronze Studio,2026 / 2027,51,17500,£175.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/v10Exc2W8xL1BllNywf6pe62ppNspJNiOiAEZJ8N.png,Bronze Studio Aire 51 - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://urban.hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=Aire&roomType=Bronze+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,15/07/2026 08:59
,Aire,Stoke-on-Trent,Gold Plus Studio,2026 / 2027,51,12450,£124.50,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/nEvHeYwvaL4PLck2dsYCKmRReTlzg1EYygzGfgST.png,DUAL Gold Plus Studio - 124.50 - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://urban.hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=Aire&roomType=Gold+Plus+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,15/07/2026 08:59
,Aire,Stoke-on-Trent,Gold Studio,2026 / 2027,51,20000,£200.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/pLljZshqHDBY7jmA9hs43VnHUUajSbUemyNt36Sm.png,Gold Studio Aire 51 - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://urban.hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=Aire&roomType=Gold+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,15/07/2026 08:59
,Aire,Stoke-on-Trent,Silver Studio,2026 / 2027,51,18000,£180.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/nME1FdVOHN2UgEho0bgRgCfI0gcIRjpvu3qzN6fe.png,Silver Studio Aire 51 - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://urban.hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=Aire&roomType=Silver+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,15/07/2026 08:59
,Aire,Stoke-on-Trent,Silver Studio,2026 / 2027,44,19000,£190.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/nME1FdVOHN2UgEho0bgRgCfI0gcIRjpvu3qzN6fe.png,Silver Studio Aire 44 - 26/27 - 05/09 - 44wk 2026,2026-09-05,2027-07-10,https://urban.hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=Aire&roomType=Silver+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027,15/07/2026 08:59
,Aire,Stoke-on-Trent,Standard Studio,2026 / 2027,51,16000,£160.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/vtJOi02Gb04DCDOILCpDTLbisSQcSy6h2sKHqRDA.png,Standard Studio Aire - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://urban.hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=Aire&roomType=Standard+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,15/07/2026 08:59
,Aire,Stoke-on-Trent,Standard Studio,2026 / 2027,51,17500,£175.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/vtJOi02Gb04DCDOILCpDTLbisSQcSy6h2sKHqRDA.png,Bronze Studio Aire 51 - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://urban.hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=Aire&roomType=Standard+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,15/07/2026 08:59
,Aire,Stoke-on-Trent,Standard Studio,2026 / 2027,44,18500,£185.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/vtJOi02Gb04DCDOILCpDTLbisSQcSy6h2sKHqRDA.png,Bronze Studio Aire 44 - 26/27 - 05/09 - 44wk 2026,2026-09-05,2027-07-10,https://urban.hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=Aire&roomType=Standard+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027,15/07/2026 08:59
,Aire,Stoke-on-Trent,Twodio,2026 / 2027,51,14500,£145.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/GbSKuJ7SRkkTPVUVH4NOqITfXf8MicBRMokSLjIe.png,Twodio Aire - 26/27 - 05/09 - 51wk 2026,2026-09-05,2027-08-28,https://urban.hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=Aire&roomType=Twodio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,15/07/2026 08:59
,Hassell's Bridge,Newcastle-under-Lyme,1 Bed Apartment,2025 / 2026,51,17800,£178.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/1CCFnsnruPu1nhR4EFI4TsLi5hBrJLvKeMwRjW6D.jpg,Hassell's Bridge - 1 Bed Apartment. - 25/26 - 30/08 - 51wk 2025,2025-08-30,2026-08-22,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Hassell%27s+Bridge&roomType=1+Bed+Apartment&tenancyLength=51+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Hassell's Bridge,Newcastle-under-Lyme,2 Bed Apartment,2025 / 2026,51,16000,£160.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/p3YCghidDwssEQhD4FEwkJxFKQbdaT4GvivHllSf.jpg,Hassell's Bridge - 2 Bed Apartment - 25/26 - 30/08 - 51wk 2025,2025-08-30,2026-08-22,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Hassell%27s+Bridge&roomType=2+Bed+Apartment&tenancyLength=51+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Hassell's Bridge,Newcastle-under-Lyme,2 Bed Apartment Ensuite Room,2025 / 2026,51,16500,£165.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/b5oAQPobiZm1bybt3zNN0MK9mG0YluTty1yvVHlM.jpg,Hassell's Bridge - 2 Bed Apartment Ensuite Room - 25/26 - 30/08 - 51wk 2025,2025-08-30,2026-08-22,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Hassell%27s+Bridge&roomType=2+Bed+Apartment+Ensuite+Room&tenancyLength=51+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Hassell's Bridge,Newcastle-under-Lyme,4 Bed Apartment,2025 / 2026,44,11900,£119.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/eNL46SekDw21lK7Cc30fGwZ7ljUcKFZVhIzMkXex.jpg,Hassles Bridge - 4 Bed Apartment - 44wk - 119 - Hassell's Bridge - 30/08 - 44wk 2025,2025-08-30,2026-07-04,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Hassell%27s+Bridge&roomType=4+Bed+Apartment&tenancyLength=44+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Hassell's Bridge,Newcastle-under-Lyme,4 Bed Apartment,2025 / 2026,51,11500,£115.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/eNL46SekDw21lK7Cc30fGwZ7ljUcKFZVhIzMkXex.jpg,Hassles Bridge - 4 Bed Apartment - 51wk - £115 - 25/26 - 30/08 - 51wk 2025,2025-08-30,2026-08-22,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Hassell%27s+Bridge&roomType=4+Bed+Apartment&tenancyLength=51+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Hassell's Bridge,Newcastle-under-Lyme,4 Bed Apartment,2025 / 2026,51,10000,£100.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/eNL46SekDw21lK7Cc30fGwZ7ljUcKFZVhIzMkXex.jpg,4 Bed Apartments - 25/26 - 30/08 - 51wk 2025,2025-08-30,2026-08-22,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Hassell%27s+Bridge&roomType=4+Bed+Apartment&tenancyLength=51+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Hassell's Bridge,Newcastle-under-Lyme,4 Bed Apartment,2025 / 2026,44,10500,£105.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/eNL46SekDw21lK7Cc30fGwZ7ljUcKFZVhIzMkXex.jpg,4 Bed apartment - 25/26 - 30/08 - 44wk 2025,2025-08-30,2026-07-04,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Hassell%27s+Bridge&roomType=4+Bed+Apartment&tenancyLength=44+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Hassell's Bridge,Newcastle-under-Lyme,4 Bed Apartment,2025 / 2026,33,12100,£121.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/eNL46SekDw21lK7Cc30fGwZ7ljUcKFZVhIzMkXex.jpg,4 Bed apartment - 03/01 - 33wk 2026,2026-01-03,2026-08-22,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Hassell%27s+Bridge&roomType=4+Bed+Apartment&tenancyLength=33+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Hassell's Bridge,Newcastle-under-Lyme,4 Bed Apartment Ensuite Room,2025 / 2026,51,14700,£147.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/7z3VggDyHO9fZvVdF0nuIksplOhRBc1rBWDECVTz.jpg,Hassell's Bridge - 4 Bed Apartment Ensuite Room - 25/26 - 30/08 - 51wk 2025,2025-08-30,2026-08-22,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Hassell%27s+Bridge&roomType=4+Bed+Apartment+Ensuite+Room&tenancyLength=51+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Hassell's Bridge,Newcastle-under-Lyme,1 Bed Apartment,2026 / 2027,51,18500,£185.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/1CCFnsnruPu1nhR4EFI4TsLi5hBrJLvKeMwRjW6D.jpg,1 Bed Apartment - 26/27 - 29/08 - 51wk 2026,2026-08-29,2027-08-21,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Hassell%27s+Bridge&roomType=1+Bed+Apartment&tenancyLength=51+weeks&academicYear=2026+%2F+2027,15/07/2026 08:59
,Hassell's Bridge,Newcastle-under-Lyme,2 Bed Apartment,2026 / 2027,51,14900,£149.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/p3YCghidDwssEQhD4FEwkJxFKQbdaT4GvivHllSf.jpg,2 Bed Apartment - 26/27 - 29/08 - 51wk 2026,2026-08-29,2027-08-21,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Hassell%27s+Bridge&roomType=2+Bed+Apartment&tenancyLength=51+weeks&academicYear=2026+%2F+2027,15/07/2026 08:59
,Hassell's Bridge,Newcastle-under-Lyme,2 Bed Apartment Ensuite Room,2026 / 2027,51,15900,£159.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/b5oAQPobiZm1bybt3zNN0MK9mG0YluTty1yvVHlM.jpg,2 Bed Apartment Ensuite Room - 26/27 - 29/08 - 51wk 2026,2026-08-29,2027-08-21,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Hassell%27s+Bridge&roomType=2+Bed+Apartment+Ensuite+Room&tenancyLength=51+weeks&academicYear=2026+%2F+2027,15/07/2026 08:59
,Hassell's Bridge,Newcastle-under-Lyme,4 Bed Apartment,2026 / 2027,51,13900,£139.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/eNL46SekDw21lK7Cc30fGwZ7ljUcKFZVhIzMkXex.jpg,4 Bed Apartment - 26/27 - 29/08 - 51wk 2026,2026-08-29,2027-08-21,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Hassell%27s+Bridge&roomType=4+Bed+Apartment&tenancyLength=51+weeks&academicYear=2026+%2F+2027,15/07/2026 08:59
,Hassell's Bridge,Newcastle-under-Lyme,4 Bed Apartment Ensuite Room,2026 / 2027,51,14900,£149.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/7z3VggDyHO9fZvVdF0nuIksplOhRBc1rBWDECVTz.jpg,4 Bed Apartment Ensuite Room - 26/27 - 29/08 - 51wk 2026,2026-08-29,2027-08-21,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Hassell%27s+Bridge&roomType=4+Bed+Apartment+Ensuite+Room&tenancyLength=51+weeks&academicYear=2026+%2F+2027,15/07/2026 08:59
,Leighton Hall,Preston,Ensuite,2025 / 2026,33,9500,£95.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/WXUNZNKsWwMt0x4KPVgyXnzgtWY6NewzVGWIhBw4.jpg,£95 - 17/01 - 33wk 2026,2026-01-17,2026-09-05,https://urban.hfs.bookings.basepms.com/?city=Preston&property=Leighton+Hall&roomType=Ensuite&tenancyLength=33+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Leighton Hall,Preston,Ensuite,2025 / 2026,15,9500,£95.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/WXUNZNKsWwMt0x4KPVgyXnzgtWY6NewzVGWIhBw4.jpg,Leighton Hall - Ensuite - 25/26 - 17/01 - 15wk 2026,2026-01-17,2026-05-02,https://urban.hfs.bookings.basepms.com/?city=Preston&property=Leighton+Hall&roomType=Ensuite&tenancyLength=15+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Leighton Hall,Preston,Ensuite,2025 / 2026,20,9500,£95.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/WXUNZNKsWwMt0x4KPVgyXnzgtWY6NewzVGWIhBw4.jpg,Leighton Hall - Ensuite - 25/26 - 17/01 - 20wk 2026,2026-01-17,2026-06-06,https://urban.hfs.bookings.basepms.com/?city=Preston&property=Leighton+Hall&roomType=Ensuite&tenancyLength=20+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Leighton Hall,Preston,Ensuite,2025 / 2026,39,0,£0.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/WXUNZNKsWwMt0x4KPVgyXnzgtWY6NewzVGWIhBw4.jpg,Noms - 25/26 - 13/09 - 39wk 2025,2025-09-13,2026-06-13,https://urban.hfs.bookings.basepms.com/?city=Preston&property=Leighton+Hall&roomType=Ensuite&tenancyLength=39+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Leighton Hall,Preston,Ensuite,2025 / 2026,44.6,9000,£90.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/WXUNZNKsWwMt0x4KPVgyXnzgtWY6NewzVGWIhBw4.jpg,GB - DT - 90 - 25/26 - 28/10 - 44wk GB request 2025 - 2026,2025-10-28,2026-09-05,https://urban.hfs.bookings.basepms.com/?city=Preston&property=Leighton+Hall&roomType=Ensuite&tenancyLength=44+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Leighton Hall,Preston,Ensuite,2025 / 2026,44.6,9000,£90.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/WXUNZNKsWwMt0x4KPVgyXnzgtWY6NewzVGWIhBw4.jpg,GB - DT - 90 - 25/26 - 28/10 - 44wk GB request 2025 - 2026,2025-10-28,2026-09-05,https://urban.hfs.bookings.basepms.com/?city=Preston&property=Leighton+Hall&roomType=Ensuite&tenancyLength=44+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
,Leighton Hall,Preston,Studio,2025 / 2026,33,16500,£165.00,,https://raw.githubusercontent.com/shadybaby-hub/basepms-sync/main/images/nG4tRBbPgk3V2n8nQOXY51axPGxIp6C4ToD07JPO.png,Leighton Hall - Studio - 17/01 - 33wk 2026,2026-01-17,2026-09-05,https://urban.hfs.bookings.basepms.com/?city=Preston&property=Leighton+Hall&roomType=Studio&tenancyLength=33+weeks&academicYear=2025+%2F+2026,15/07/2026 08:59
